Pairs,SKU,Amount,Title,Inventory,Count of SKUs
167.92 K units - $ 12.65 M,Fungistop,3258716.0,Fungistop,38375.0,
169.96 K units - $ 12.56 M,Fungistop,3943360.0,Fungistop,49636.0,
176.76 K units - $ 12.43 M,Fungistop,3033469.0,Fungistop,42730.0,
189.34 K units - $ 12.45 M,Fungistop,3726764.0,Fungistop,32712.0,
191.2 K units - $ 12.64 M,Fungistop,3615536.0,Fungistop,44726.0,
197.89 K units - $ 12.68 M,Fungistop,3510678.0,Fungistop,36460.0,
2.37 K units - $ 0.21 M,Fungistop,45763.0,Fungistop,310.0,
206.77 K units - $ 12.42 M,Fungistop,3039227.0,Fungistop,50617.0,
210.32 K units - $ 12.66 M,Fungistop,3828866.0,Fungistop,61846.0,
220.48 K units - $ 12.68 M,Fungistop,3367253.0,Fungistop,63419.0,
230.01 K units - $ 12.58 M,Fungistop,3689598.0,Fungistop,88904.0,
230.48 K units - $ 12.62 M,Fungistop,3543972.0,Fungistop,61805.0,
230.71 K units - $ 12.68 M,Fungistop,3700477.0,Fungistop,69496.0,
246.46 K units - $ 12.68 M,Fungistop,3006591.0,Fungistop,65792.0,
248.06 K units - $ 12.63 M,Fungistop,3002250.0,Fungistop,83355.0,
252.66 K units - $ 12.63 M,Fungistop,3155810.0,Fungistop,71073.0,
255.81 K units - $ 12.68 M,Fungistop,3236400.0,Fungistop,77690.0,
258.44 K units - $ 12.59 M,Fungistop,3190808.0,Fungistop,85906.0,
262.25 K units - $ 12.65 M,Fungistop,3729317.0,Fungistop,60425.0,
262.67 K units - $ 12.68 M,Fungistop,3718746.0,Fungistop,55561.0,
263.77 K units - $ 12.68 M,Fungistop,3774120.0,Fungistop,88666.0,
276.49 K units - $ 12.68 M,Fungistop,3787250.0,Fungistop,56431.0,
284.13 K units - $ 12.65 M,Fungistop,3727652.0,Fungistop,53251.0,
284.56 K units - $ 12.68 M,Fungistop,3755368.0,Fungistop,69267.0,
291.63 K units - $ 12.68 M,Fungistop,3469053.0,Fungistop,82216.0,
293.17 K units - $ 12.68 M,Fungistop,3813189.0,Fungistop,59785.0,
297.66 K units - $ 12.68 M,Fungistop,3924716.0,Fungistop,62515.0,
299.79 K units - $ 12.68 M,Fungistop,3998257.0,Fungistop,55494.0,
30.62 K units - $ 6.84 M,Fungistop,1403621.0,Fungistop,541.0,
31.44 K units - $ 6.87 M,Fungistop,1631276.0,Fungistop,321.0,
312.59 K units - $ 12.68 M,Fungistop,3983584.0,Fungistop,62332.0,
313.73 K units - $ 12.64 M,Fungistop,3543757.0,Fungistop,65856.0,
318.18 K units - $ 12.68 M,Fungistop,3749935.0,Fungistop,83386.0,
320.58 K units - $ 12.68 M,Fungistop,3247187.0,Fungistop,68885.0,
328.67 K units - $ 12.68 M,Fungistop,3017269.0,Fungistop,87585.0,
334.41 K units - $ 12.68 M,Fungistop,3626486.0,Fungistop,87740.0,
337.18 K units - $ 12.68 M,Fungistop,3195952.0,Fungistop,80851.0,
347.51 K units - $ 12.68 M,Fungistop,3875151.0,Fungistop,85263.0,
351.36 K units - $ 12.68 M,Fungistop,3354115.0,Fungistop,54469.0,
352.61 K units - $ 12.68 M,Fungistop,3385203.0,Fungistop,67980.0,
355.54 K units - $ 12.68 M,Fungistop,3358001.0,Fungistop,57967.0,
363.26 K units - $ 12.68 M,Fungistop,3386296.0,Fungistop,53810.0,
372.52 K units - $ 12.68 M,Fungistop,3219445.0,Fungistop,66471.0,
383.3 K units - $ 12.68 M,Fungistop,3470153.0,Fungistop,77851.0,
386.48 K units - $ 12.68 M,Fungistop,3234554.0,Fungistop,89159.0,
387.92 K units - $ 12.68 M,Fungistop,3599335.0,Fungistop,81205.0,
399.16 K units - $ 12.68 M,Fungistop,3565179.0,Fungistop,72221.0,
412.57 K units - $ 12.68 M,Fungistop,3780638.0,Fungistop,72372.0,
428.71 K units - $ 12.68 M,Fungistop,3420955.0,Fungistop,55439.0,
430.34 K units - $ 12.68 M,Fungistop,3889286.0,Fungistop,84621.0,
56.62 K units - $ 11.48 M,Fungistop,3400443.0,Fungistop,32229.0,
57.37 K units - $ 8.99 M,Fungistop,1576697.0,Fungistop,49478.0,
59.06 K units - $ 9.04 M,Fungistop,1508849.0,Fungistop,34306.0,
79.74 K units - $ 11.54 M,Fungistop,3766198.0,Fungistop,38867.0,
79.97 K units - $ 12.1 M,Fungistop,3604997.0,Fungistop,36508.0,
86.04 K units - $ 12.49 M,Fungistop,3907548.0,Fungistop,48679.0,
102.83 K units - $ 12.12 M,Diabecheck,3305009.0,Diabecheck,36796.0,
106.1 K units - $ 11.7 M,Diabecheck,3227766.0,Diabecheck,46246.0,
110.15 K units - $ 12.28 M,Diabecheck,3371505.0,Diabecheck,31005.0,
126.13 K units - $ 12.06 M,Diabecheck,3821503.0,Diabecheck,31837.0,
126.71 K units - $ 12.88 M,Diabecheck,3019415.0,Diabecheck,43028.0,
133.63 K units - $ 12.3 M,Diabecheck,3792934.0,Diabecheck,43501.0,
138.04 K units - $ 12.27 M,Diabecheck,3654130.0,Diabecheck,30245.0,
149.95 K units - $ 12.8 M,Diabecheck,3534612.0,Diabecheck,37071.0,
164.12 K units - $ 12.42 M,Diabecheck,3114165.0,Diabecheck,45238.0,
167.92 K units - $ 12.65 M,Diabecheck,3083377.0,Diabecheck,47225.0,
169.96 K units - $ 12.56 M,Diabecheck,3893855.0,Diabecheck,41703.0,
176.76 K units - $ 12.43 M,Diabecheck,3021049.0,Diabecheck,48913.0,
189.34 K units - $ 12.45 M,Diabecheck,3598796.0,Diabecheck,46759.0,
191.2 K units - $ 12.64 M,Diabecheck,3612360.0,Diabecheck,32758.0,
197.89 K units - $ 12.68 M,Diabecheck,3831375.0,Diabecheck,33378.0,
2.37 K units - $ 0.21 M,Diabecheck,42649.0,Diabecheck,550.0,
206.77 K units - $ 12.42 M,Diabecheck,3613543.0,Diabecheck,61447.0,
210.32 K units - $ 12.66 M,Diabecheck,3074195.0,Diabecheck,78380.0,
220.48 K units - $ 12.68 M,Diabecheck,3989892.0,Diabecheck,77238.0,
230.01 K units - $ 12.58 M,Diabecheck,3344548.0,Diabecheck,85507.0,
230.48 K units - $ 12.62 M,Diabecheck,3585709.0,Diabecheck,78768.0,
230.71 K units - $ 12.68 M,Diabecheck,3071264.0,Diabecheck,55795.0,
246.46 K units - $ 12.68 M,Diabecheck,3990299.0,Diabecheck,85717.0,
248.06 K units - $ 12.63 M,Diabecheck,3138884.0,Diabecheck,85261.0,
252.66 K units - $ 12.63 M,Diabecheck,3895592.0,Diabecheck,89268.0,
255.81 K units - $ 12.68 M,Diabecheck,3927303.0,Diabecheck,53048.0,
258.44 K units - $ 12.59 M,Diabecheck,3668268.0,Diabecheck,72853.0,
262.25 K units - $ 12.65 M,Diabecheck,3943912.0,Diabecheck,64547.0,
262.67 K units - $ 12.68 M,Diabecheck,3248164.0,Diabecheck,53588.0,
263.77 K units - $ 12.68 M,Diabecheck,3820267.0,Diabecheck,62544.0,
276.49 K units - $ 12.68 M,Diabecheck,3150281.0,Diabecheck,56669.0,
284.13 K units - $ 12.65 M,Diabecheck,3304356.0,Diabecheck,68167.0,
284.56 K units - $ 12.68 M,Diabecheck,3186714.0,Diabecheck,71089.0,
291.63 K units - $ 12.68 M,Diabecheck,3172315.0,Diabecheck,55539.0,
293.17 K units - $ 12.68 M,Diabecheck,3240050.0,Diabecheck,81098.0,
297.66 K units - $ 12.68 M,Diabecheck,3345849.0,Diabecheck,88589.0,
299.79 K units - $ 12.68 M,Diabecheck,3620521.0,Diabecheck,70726.0,
30.62 K units - $ 6.84 M,Diabecheck,1200690.0,Diabecheck,384.0,
31.44 K units - $ 6.87 M,Diabecheck,1561890.0,Diabecheck,359.0,
312.59 K units - $ 12.68 M,Diabecheck,3236073.0,Diabecheck,51903.0,
313.73 K units - $ 12.64 M,Diabecheck,3423674.0,Diabecheck,78139.0,
318.18 K units - $ 12.68 M,Diabecheck,3180638.0,Diabecheck,86196.0,
320.58 K units - $ 12.68 M,Diabecheck,3251733.0,Diabecheck,60839.0,
328.67 K units - $ 12.68 M,Diabecheck,3985051.0,Diabecheck,57451.0,
334.41 K units - $ 12.68 M,Diabecheck,3562156.0,Diabecheck,60785.0,
337.18 K units - $ 12.68 M,Diabecheck,3476573.0,Diabecheck,86821.0,
347.51 K units - $ 12.68 M,Diabecheck,3885583.0,Diabecheck,52205.0,
351.36 K units - $ 12.68 M,Diabecheck,3544810.0,Diabecheck,67450.0,
352.61 K units - $ 12.68 M,Diabecheck,3529092.0,Diabecheck,86368.0,
355.54 K units - $ 12.68 M,Diabecheck,3283772.0,Diabecheck,65187.0,
363.26 K units - $ 12.68 M,Diabecheck,3078185.0,Diabecheck,73913.0,
372.52 K units - $ 12.68 M,Diabecheck,3534174.0,Diabecheck,61112.0,
383.3 K units - $ 12.68 M,Diabecheck,3554494.0,Diabecheck,83742.0,
386.48 K units - $ 12.68 M,Diabecheck,3820520.0,Diabecheck,67829.0,
387.92 K units - $ 12.68 M,Diabecheck,3496102.0,Diabecheck,79478.0,
399.16 K units - $ 12.68 M,Diabecheck,3633869.0,Diabecheck,58739.0,
412.57 K units - $ 12.68 M,Diabecheck,3333968.0,Diabecheck,65118.0,
428.71 K units - $ 12.68 M,Diabecheck,3699841.0,Diabecheck,61680.0,
430.34 K units - $ 12.68 M,Diabecheck,3649151.0,Diabecheck,66152.0,
56.62 K units - $ 11.48 M,Diabecheck,3231985.0,Diabecheck,38618.0,
57.37 K units - $ 8.99 M,Diabecheck,1979801.0,Diabecheck,47256.0,
59.06 K units - $ 9.04 M,Diabecheck,1733273.0,Diabecheck,40865.0,
79.74 K units - $ 11.54 M,Diabecheck,3114662.0,Diabecheck,42810.0,
79.97 K units - $ 12.1 M,Diabecheck,3099049.0,Diabecheck,46960.0,
86.04 K units - $ 12.49 M,Diabecheck,3499329.0,Diabecheck,31367.0,
102.83 K units - $ 12.12 M,Immunoboost,3866742.0,Immunoboost,43183.0,
106.1 K units - $ 11.7 M,Immunoboost,3206770.0,Immunoboost,42572.0,
110.15 K units - $ 12.28 M,Immunoboost,3417409.0,Immunoboost,49375.0,
126.13 K units - $ 12.06 M,Immunoboost,3437817.0,Immunoboost,48003.0,
126.71 K units - $ 12.88 M,Immunoboost,3431758.0,Immunoboost,48021.0,
133.63 K units - $ 12.3 M,Immunoboost,3718881.0,Immunoboost,30645.0,
138.04 K units - $ 12.27 M,Immunoboost,3542650.0,Immunoboost,47608.0,
149.95 K units - $ 12.8 M,Immunoboost,3942544.0,Immunoboost,45424.0,
164.12 K units - $ 12.42 M,Immunoboost,3054481.0,Immunoboost,34785.0,
167.92 K units - $ 12.65 M,Immunoboost,3966961.0,Immunoboost,45925.0,
169.96 K units - $ 12.56 M,Immunoboost,3573753.0,Immunoboost,30892.0,
176.76 K units - $ 12.43 M,Immunoboost,3301113.0,Immunoboost,34634.0,
189.34 K units - $ 12.45 M,Immunoboost,3576938.0,Immunoboost,39055.0,
191.2 K units - $ 12.64 M,Immunoboost,3079628.0,Immunoboost,48387.0,
197.89 K units - $ 12.68 M,Immunoboost,3627029.0,Immunoboost,30206.0,
2.37 K units - $ 0.21 M,Immunoboost,54465.0,Immunoboost,519.0,
206.77 K units - $ 12.42 M,Immunoboost,3361017.0,Immunoboost,61839.0,
210.32 K units - $ 12.66 M,Immunoboost,3034410.0,Immunoboost,72433.0,
220.48 K units - $ 12.68 M,Immunoboost,3279213.0,Immunoboost,87554.0,
230.01 K units - $ 12.58 M,Immunoboost,3052406.0,Immunoboost,52931.0,
230.48 K units - $ 12.62 M,Immunoboost,3176589.0,Immunoboost,69732.0,
230.71 K units - $ 12.68 M,Immunoboost,3477086.0,Immunoboost,78678.0,
246.46 K units - $ 12.68 M,Immunoboost,3560854.0,Immunoboost,88502.0,
248.06 K units - $ 12.63 M,Immunoboost,3086097.0,Immunoboost,63375.0,
252.66 K units - $ 12.63 M,Immunoboost,3464245.0,Immunoboost,67532.0,
255.81 K units - $ 12.68 M,Immunoboost,3048206.0,Immunoboost,66976.0,
258.44 K units - $ 12.59 M,Immunoboost,3599024.0,Immunoboost,76012.0,
262.25 K units - $ 12.65 M,Immunoboost,3168893.0,Immunoboost,79256.0,
262.67 K units - $ 12.68 M,Immunoboost,3502954.0,Immunoboost,56650.0,
263.77 K units - $ 12.68 M,Immunoboost,3240409.0,Immunoboost,53211.0,
276.49 K units - $ 12.68 M,Immunoboost,3054682.0,Immunoboost,81128.0,
284.13 K units - $ 12.65 M,Immunoboost,3007152.0,Immunoboost,74909.0,
284.56 K units - $ 12.68 M,Immunoboost,3421586.0,Immunoboost,72646.0,
291.63 K units - $ 12.68 M,Immunoboost,3188614.0,Immunoboost,74389.0,
293.17 K units - $ 12.68 M,Immunoboost,3973175.0,Immunoboost,58528.0,
297.66 K units - $ 12.68 M,Immunoboost,3740318.0,Immunoboost,77387.0,
299.79 K units - $ 12.68 M,Immunoboost,3651640.0,Immunoboost,75479.0,
30.62 K units - $ 6.84 M,Immunoboost,1675828.0,Immunoboost,465.0,
31.44 K units - $ 6.87 M,Immunoboost,1529495.0,Immunoboost,466.0,
312.59 K units - $ 12.68 M,Immunoboost,3730567.0,Immunoboost,61765.0,
313.73 K units - $ 12.64 M,Immunoboost,3999274.0,Immunoboost,67800.0,
318.18 K units - $ 12.68 M,Immunoboost,3628995.0,Immunoboost,52874.0,
320.58 K units - $ 12.68 M,Immunoboost,3626377.0,Immunoboost,75000.0,
328.67 K units - $ 12.68 M,Immunoboost,3066534.0,Immunoboost,67410.0,
334.41 K units - $ 12.68 M,Immunoboost,3839631.0,Immunoboost,85963.0,
337.18 K units - $ 12.68 M,Immunoboost,3804795.0,Immunoboost,81080.0,
347.51 K units - $ 12.68 M,Immunoboost,3986547.0,Immunoboost,70908.0,
351.36 K units - $ 12.68 M,Immunoboost,3891269.0,Immunoboost,57036.0,
352.61 K units - $ 12.68 M,Immunoboost,3115038.0,Immunoboost,79479.0,
355.54 K units - $ 12.68 M,Immunoboost,3159176.0,Immunoboost,82389.0,
363.26 K units - $ 12.68 M,Immunoboost,3778884.0,Immunoboost,85106.0,
372.52 K units - $ 12.68 M,Immunoboost,3538443.0,Immunoboost,65738.0,
383.3 K units - $ 12.68 M,Immunoboost,3302699.0,Immunoboost,79202.0,
386.48 K units - $ 12.68 M,Immunoboost,3587372.0,Immunoboost,75694.0,
387.92 K units - $ 12.68 M,Immunoboost,3894969.0,Immunoboost,74942.0,
399.16 K units - $ 12.68 M,Immunoboost,3780345.0,Immunoboost,88104.0,
412.57 K units - $ 12.68 M,Immunoboost,3295518.0,Immunoboost,66142.0,
428.71 K units - $ 12.68 M,Immunoboost,3172827.0,Immunoboost,62974.0,
430.34 K units - $ 12.68 M,Immunoboost,3654166.0,Immunoboost,51081.0,
56.62 K units - $ 11.48 M,Immunoboost,3760256.0,Immunoboost,45200.0,
57.37 K units - $ 8.99 M,Immunoboost,1978736.0,Immunoboost,47408.0,
59.06 K units - $ 9.04 M,Immunoboost,1281453.0,Immunoboost,34431.0,
79.74 K units - $ 11.54 M,Immunoboost,3225375.0,Immunoboost,46931.0,
79.97 K units - $ 12.1 M,Immunoboost,3676959.0,Immunoboost,34848.0,
86.04 K units - $ 12.49 M,Immunoboost,3086759.0,Immunoboost,36688.0,
102.83 K units - $ 12.12 M,Dermaglow,3237242.0,Dermaglow,41586.0,
106.1 K units - $ 11.7 M,Dermaglow,3106331.0,Dermaglow,42454.0,
110.15 K units - $ 12.28 M,Dermaglow,3811450.0,Dermaglow,49277.0,
126.13 K units - $ 12.06 M,Dermaglow,3019609.0,Dermaglow,49578.0,
126.71 K units - $ 12.88 M,Dermaglow,3949039.0,Dermaglow,36227.0,
133.63 K units - $ 12.3 M,Dermaglow,3971338.0,Dermaglow,47033.0,
138.04 K units - $ 12.27 M,Dermaglow,3550001.0,Dermaglow,35027.0,
149.95 K units - $ 12.8 M,Dermaglow,3528531.0,Dermaglow,45961.0,
164.12 K units - $ 12.42 M,Dermaglow,3656279.0,Dermaglow,39106.0,
167.92 K units - $ 12.65 M,Dermaglow,3765201.0,Dermaglow,46510.0,
169.96 K units - $ 12.56 M,Dermaglow,3498564.0,Dermaglow,49305.0,
176.76 K units - $ 12.43 M,Dermaglow,3693524.0,Dermaglow,36483.0,
189.34 K units - $ 12.45 M,Dermaglow,3639947.0,Dermaglow,35295.0,
191.2 K units - $ 12.64 M,Dermaglow,3665469.0,Dermaglow,37072.0,
197.89 K units - $ 12.68 M,Dermaglow,3967846.0,Dermaglow,43883.0,
2.37 K units - $ 0.21 M,Dermaglow,44140.0,Dermaglow,302.0,
206.77 K units - $ 12.42 M,Dermaglow,3113000.0,Dermaglow,59901.0,
210.32 K units - $ 12.66 M,Dermaglow,3924181.0,Dermaglow,61578.0,
220.48 K units - $ 12.68 M,Dermaglow,3344787.0,Dermaglow,52589.0,
230.01 K units - $ 12.58 M,Dermaglow,3001527.0,Dermaglow,54866.0,
230.48 K units - $ 12.62 M,Dermaglow,3116201.0,Dermaglow,51771.0,
230.71 K units - $ 12.68 M,Dermaglow,3684572.0,Dermaglow,51363.0,
246.46 K units - $ 12.68 M,Dermaglow,3241698.0,Dermaglow,79939.0,
248.06 K units - $ 12.63 M,Dermaglow,3080146.0,Dermaglow,59875.0,
252.66 K units - $ 12.63 M,Dermaglow,3791678.0,Dermaglow,77465.0,
255.81 K units - $ 12.68 M,Dermaglow,3718953.0,Dermaglow,58383.0,
258.44 K units - $ 12.59 M,Dermaglow,3788654.0,Dermaglow,60457.0,
262.25 K units - $ 12.65 M,Dermaglow,3525457.0,Dermaglow,80013.0,
262.67 K units - $ 12.68 M,Dermaglow,3772146.0,Dermaglow,66246.0,
263.77 K units - $ 12.68 M,Dermaglow,3840332.0,Dermaglow,86301.0,
276.49 K units - $ 12.68 M,Dermaglow,3664666.0,Dermaglow,67611.0,
284.13 K units - $ 12.65 M,Dermaglow,3101256.0,Dermaglow,72648.0,
284.56 K units - $ 12.68 M,Dermaglow,3656837.0,Dermaglow,59496.0,
291.63 K units - $ 12.68 M,Dermaglow,3992634.0,Dermaglow,72500.0,
293.17 K units - $ 12.68 M,Dermaglow,3286863.0,Dermaglow,84176.0,
297.66 K units - $ 12.68 M,Dermaglow,3465310.0,Dermaglow,82884.0,
299.79 K units - $ 12.68 M,Dermaglow,3504841.0,Dermaglow,78535.0,
30.62 K units - $ 6.84 M,Dermaglow,1014504.0,Dermaglow,413.0,
31.44 K units - $ 6.87 M,Dermaglow,1862285.0,Dermaglow,366.0,
312.59 K units - $ 12.68 M,Dermaglow,3326375.0,Dermaglow,52208.0,
313.73 K units - $ 12.64 M,Dermaglow,3902325.0,Dermaglow,82934.0,
318.18 K units - $ 12.68 M,Dermaglow,3571569.0,Dermaglow,68793.0,
320.58 K units - $ 12.68 M,Dermaglow,3229535.0,Dermaglow,63072.0,
328.67 K units - $ 12.68 M,Dermaglow,3192677.0,Dermaglow,63712.0,
334.41 K units - $ 12.68 M,Dermaglow,3080050.0,Dermaglow,54401.0,
337.18 K units - $ 12.68 M,Dermaglow,3031141.0,Dermaglow,59101.0,
347.51 K units - $ 12.68 M,Dermaglow,3291098.0,Dermaglow,75941.0,
351.36 K units - $ 12.68 M,Dermaglow,3186240.0,Dermaglow,65805.0,
352.61 K units - $ 12.68 M,Dermaglow,3673403.0,Dermaglow,80708.0,
355.54 K units - $ 12.68 M,Dermaglow,3451408.0,Dermaglow,69527.0,
363.26 K units - $ 12.68 M,Dermaglow,3545761.0,Dermaglow,78627.0,
372.52 K units - $ 12.68 M,Dermaglow,3862983.0,Dermaglow,78317.0,
383.3 K units - $ 12.68 M,Dermaglow,3430559.0,Dermaglow,51992.0,
386.48 K units - $ 12.68 M,Dermaglow,3744293.0,Dermaglow,64772.0,
387.92 K units - $ 12.68 M,Dermaglow,3759329.0,Dermaglow,72395.0,
399.16 K units - $ 12.68 M,Dermaglow,3042021.0,Dermaglow,61819.0,
412.57 K units - $ 12.68 M,Dermaglow,3102603.0,Dermaglow,85659.0,
428.71 K units - $ 12.68 M,Dermaglow,3287374.0,Dermaglow,70276.0,
430.34 K units - $ 12.68 M,Dermaglow,3303130.0,Dermaglow,83283.0,
56.62 K units - $ 11.48 M,Dermaglow,3972070.0,Dermaglow,47316.0,
57.37 K units - $ 8.99 M,Dermaglow,1801609.0,Dermaglow,42282.0,
59.06 K units - $ 9.04 M,Dermaglow,1919790.0,Dermaglow,31379.0,
79.74 K units - $ 11.54 M,Dermaglow,3201437.0,Dermaglow,34257.0,
79.97 K units - $ 12.1 M,Dermaglow,3766096.0,Dermaglow,33884.0,
86.04 K units - $ 12.49 M,Dermaglow,3192539.0,Dermaglow,43639.0,
102.83 K units - $ 12.12 M,Fungistop,3295620.0,Fungistop,35907.0,
106.1 K units - $ 11.7 M,Fungistop,3914806.0,Fungistop,38448.0,
110.15 K units - $ 12.28 M,Fungistop,3295570.0,Fungistop,39211.0,
126.13 K units - $ 12.06 M,Fungistop,3113055.0,Fungistop,46498.0,
126.71 K units - $ 12.88 M,Fungistop,3872929.0,Fungistop,33485.0,
133.63 K units - $ 12.3 M,Fungistop,3617986.0,Fungistop,33510.0,
138.04 K units - $ 12.27 M,Fungistop,3494636.0,Fungistop,30412.0,
149.95 K units - $ 12.8 M,Fungistop,3861209.0,Fungistop,32664.0,
164.12 K units - $ 12.42 M,Fungistop,3189004.0,Fungistop,32419.0,
167.92 K units - $ 12.65 M,Fungistop,3093146.0,Fungistop,42261.0,
169.96 K units - $ 12.56 M,Fungistop,3137231.0,Fungistop,38849.0,
176.76 K units - $ 12.43 M,Fungistop,3016265.0,Fungistop,39724.0,
189.34 K units - $ 12.45 M,Fungistop,3649152.0,Fungistop,44009.0,
191.2 K units - $ 12.64 M,Fungistop,3252660.0,Fungistop,30973.0,
197.89 K units - $ 12.68 M,Fungistop,3043998.0,Fungistop,39598.0,
2.37 K units - $ 0.21 M,Fungistop,40471.0,Fungistop,548.0,
206.77 K units - $ 12.42 M,Fungistop,3039794.0,Fungistop,74670.0,
210.32 K units - $ 12.66 M,Fungistop,3309945.0,Fungistop,84056.0,
220.48 K units - $ 12.68 M,Fungistop,3059610.0,Fungistop,86746.0,
230.01 K units - $ 12.58 M,Fungistop,3510965.0,Fungistop,66993.0,
230.48 K units - $ 12.62 M,Fungistop,3846033.0,Fungistop,76354.0,
230.71 K units - $ 12.68 M,Fungistop,3967292.0,Fungistop,60908.0,
246.46 K units - $ 12.68 M,Fungistop,3625509.0,Fungistop,76940.0,
248.06 K units - $ 12.63 M,Fungistop,3584501.0,Fungistop,56868.0,
252.66 K units - $ 12.63 M,Fungistop,3184301.0,Fungistop,75921.0,
255.81 K units - $ 12.68 M,Fungistop,3064523.0,Fungistop,68046.0,
258.44 K units - $ 12.59 M,Fungistop,3469261.0,Fungistop,85526.0,
262.25 K units - $ 12.65 M,Fungistop,3448298.0,Fungistop,61559.0,
262.67 K units - $ 12.68 M,Fungistop,3949208.0,Fungistop,83535.0,
263.77 K units - $ 12.68 M,Fungistop,3749048.0,Fungistop,74408.0,
276.49 K units - $ 12.68 M,Fungistop,3921146.0,Fungistop,80635.0,
284.13 K units - $ 12.65 M,Fungistop,3111113.0,Fungistop,72844.0,
284.56 K units - $ 12.68 M,Fungistop,3468821.0,Fungistop,78041.0,
291.63 K units - $ 12.68 M,Fungistop,3890216.0,Fungistop,82836.0,
293.17 K units - $ 12.68 M,Fungistop,3648305.0,Fungistop,59477.0,
297.66 K units - $ 12.68 M,Fungistop,3720173.0,Fungistop,62203.0,
299.79 K units - $ 12.68 M,Fungistop,3607522.0,Fungistop,89717.0,
30.62 K units - $ 6.84 M,Fungistop,1770208.0,Fungistop,578.0,
31.44 K units - $ 6.87 M,Fungistop,1746624.0,Fungistop,432.0,
312.59 K units - $ 12.68 M,Fungistop,3672686.0,Fungistop,53040.0,
313.73 K units - $ 12.64 M,Fungistop,3418853.0,Fungistop,66692.0,
318.18 K units - $ 12.68 M,Fungistop,3190095.0,Fungistop,76296.0,
320.58 K units - $ 12.68 M,Fungistop,3409252.0,Fungistop,61437.0,
328.67 K units - $ 12.68 M,Fungistop,3560217.0,Fungistop,75189.0,
334.41 K units - $ 12.68 M,Fungistop,3855703.0,Fungistop,68857.0,
337.18 K units - $ 12.68 M,Fungistop,3997736.0,Fungistop,69380.0,
347.51 K units - $ 12.68 M,Fungistop,3025696.0,Fungistop,69886.0,
351.36 K units - $ 12.68 M,Fungistop,3272208.0,Fungistop,89849.0,
352.61 K units - $ 12.68 M,Fungistop,3968730.0,Fungistop,76651.0,
355.54 K units - $ 12.68 M,Fungistop,3134061.0,Fungistop,65280.0,
363.26 K units - $ 12.68 M,Fungistop,3516014.0,Fungistop,62783.0,
372.52 K units - $ 12.68 M,Fungistop,3059785.0,Fungistop,54123.0,
383.3 K units - $ 12.68 M,Fungistop,3349617.0,Fungistop,54709.0,
386.48 K units - $ 12.68 M,Fungistop,3479197.0,Fungistop,87707.0,
387.92 K units - $ 12.68 M,Fungistop,3668662.0,Fungistop,81602.0,
399.16 K units - $ 12.68 M,Fungistop,3791947.0,Fungistop,80217.0,
412.57 K units - $ 12.68 M,Fungistop,3667944.0,Fungistop,52313.0,
428.71 K units - $ 12.68 M,Fungistop,3067378.0,Fungistop,66800.0,
430.34 K units - $ 12.68 M,Fungistop,3012079.0,Fungistop,78409.0,
56.62 K units - $ 11.48 M,Fungistop,3829854.0,Fungistop,46962.0,
57.37 K units - $ 8.99 M,Fungistop,1250361.0,Fungistop,37427.0,
59.06 K units - $ 9.04 M,Fungistop,1683897.0,Fungistop,45290.0,
79.74 K units - $ 11.54 M,Fungistop,3478717.0,Fungistop,47390.0,
79.97 K units - $ 12.1 M,Fungistop,3433144.0,Fungistop,30621.0,
86.04 K units - $ 12.49 M,Fungistop,3238085.0,Fungistop,44530.0,
102.83 K units - $ 12.12 M,Diabecheck,3739763.0,Diabecheck,46325.0,
106.1 K units - $ 11.7 M,Diabecheck,3427268.0,Diabecheck,35151.0,
110.15 K units - $ 12.28 M,Diabecheck,3945432.0,Diabecheck,33701.0,
126.13 K units - $ 12.06 M,Diabecheck,3107345.0,Diabecheck,34082.0,
126.71 K units - $ 12.88 M,Diabecheck,3379262.0,Diabecheck,41075.0,
133.63 K units - $ 12.3 M,Diabecheck,3636385.0,Diabecheck,30644.0,
138.04 K units - $ 12.27 M,Diabecheck,3650385.0,Diabecheck,38751.0,
149.95 K units - $ 12.8 M,Diabecheck,3495853.0,Diabecheck,34907.0,
164.12 K units - $ 12.42 M,Diabecheck,3510746.0,Diabecheck,46320.0,
167.92 K units - $ 12.65 M,Diabecheck,3924418.0,Diabecheck,43868.0,
169.96 K units - $ 12.56 M,Diabecheck,3301376.0,Diabecheck,42756.0,
176.76 K units - $ 12.43 M,Diabecheck,3699516.0,Diabecheck,45207.0,
189.34 K units - $ 12.45 M,Diabecheck,3567123.0,Diabecheck,44190.0,
191.2 K units - $ 12.64 M,Diabecheck,3860068.0,Diabecheck,42351.0,
197.89 K units - $ 12.68 M,Diabecheck,3309805.0,Diabecheck,33045.0,
2.37 K units - $ 0.21 M,Diabecheck,53636.0,Diabecheck,300.0,
206.77 K units - $ 12.42 M,Diabecheck,3577596.0,Diabecheck,58546.0,
210.32 K units - $ 12.66 M,Diabecheck,3866456.0,Diabecheck,70282.0,
220.48 K units - $ 12.68 M,Diabecheck,3250691.0,Diabecheck,60314.0,
230.01 K units - $ 12.58 M,Diabecheck,3310057.0,Diabecheck,86601.0,
230.48 K units - $ 12.62 M,Diabecheck,3357306.0,Diabecheck,80223.0,
230.71 K units - $ 12.68 M,Diabecheck,3413887.0,Diabecheck,68556.0,
