date,SKU,Channel,quantity,Supplier,Country,Region,Store
2022-01-25 00:00:00,Dermaglow,Retail Store,239.0,Merck,Egypt,EMEA,Store01
2022-02-01 00:00:00,Dermaglow,Retail Store,169.0,Merck,Australia,APAC,Store07
2022-02-08 00:00:00,Dermaglow,Retail Store,167.0,Merck,South Korea,APAC,Store03
2022-02-15 00:00:00,Dermaglow,Retail Store,45.0,Merck,Canada,North America,Store01
2022-02-22 00:00:00,Dermaglow,Retail Store,264.0,Merck,Germany,EMEA,Store02
2022-03-01 00:00:00,Dermaglow,Retail Store,129.0,Merck,USA,North America,Store06
2022-03-08 00:00:00,Dermaglow,Retail Store,229.0,Merck,South Korea,APAC,Store03
2022-03-15 00:00:00,Dermaglow,Retail Store,355.0,Merck,South Korea,APAC,Store10
2022-03-22 00:00:00,Dermaglow,Retail Store,266.0,Merck,Australia,APAC,Store09
2022-03-29 00:00:00,Dermaglow,Retail Store,259.0,Merck,USA,North America,Store04
2022-04-05 00:00:00,Dermaglow,Retail Store,384.0,Merck,South Korea,APAC,Store12
2022-04-12 00:00:00,Dermaglow,Retail Store,0.0,Merck,Canada,North America,Store08
2022-04-19 00:00:00,Dermaglow,Retail Store,62.0,Merck,Australia,APAC,Store01
2022-04-26 00:00:00,Dermaglow,Retail Store,76.0,Merck,Egypt,EMEA,Store06
2022-05-03 00:00:00,Dermaglow,Retail Store,212.0,Merck,South Korea,APAC,Store10
2022-05-10 00:00:00,Dermaglow,Retail Store,29.0,Merck,Australia,APAC,Store10
2022-05-17 00:00:00,Dermaglow,Retail Store,218.0,Merck,Australia,APAC,Store09
2022-05-24 00:00:00,Dermaglow,Retail Store,250.0,Merck,USA,North America,Store05
2022-05-31 00:00:00,Dermaglow,Retail Store,478.0,Merck,Canada,North America,Store04
2022-06-07 00:00:00,Dermaglow,Retail Store,343.0,Merck,Australia,APAC,Store02
2022-06-14 00:00:00,Dermaglow,Retail Store,333.0,Merck,Egypt,EMEA,Store02
2022-06-21 00:00:00,Dermaglow,Retail Store,52.0,Merck,USA,North America,Store07
2022-06-28 00:00:00,Dermaglow,Retail Store,152.0,Merck,Canada,North America,Store03
2022-07-05 00:00:00,Dermaglow,Retail Store,635.0,Merck,USA,North America,Store05
2022-07-12 00:00:00,Dermaglow,Retail Store,45.0,Merck,Canada,North America,Store03
2022-07-19 00:00:00,Dermaglow,Retail Store,291.0,Merck,Germany,EMEA,Store03
2022-07-26 00:00:00,Dermaglow,Retail Store,222.0,Merck,Australia,APAC,Store06
2022-08-02 00:00:00,Dermaglow,Retail Store,356.0,Merck,Australia,APAC,Store04
2022-08-09 00:00:00,Dermaglow,Retail Store,231.0,Merck,Egypt,EMEA,Store11
2022-08-16 00:00:00,Dermaglow,Retail Store,278.0,Merck,Germany,EMEA,Store01
2022-08-23 00:00:00,Dermaglow,Retail Store,205.0,Merck,Canada,North America,Store04
2022-08-30 00:00:00,Dermaglow,Retail Store,73.0,Merck,Australia,APAC,Store03
2022-09-06 00:00:00,Dermaglow,Retail Store,203.0,Merck,USA,North America,Store05
2022-09-13 00:00:00,Dermaglow,Retail Store,255.0,Merck,Egypt,EMEA,Store10
2022-09-20 00:00:00,Dermaglow,Retail Store,135.0,Merck,Germany,EMEA,Store01
2022-09-27 00:00:00,Dermaglow,Retail Store,142.0,Merck,Australia,APAC,Store10
2022-10-04 00:00:00,Dermaglow,Retail Store,362.0,Merck,South Korea,APAC,Store04
2022-10-11 00:00:00,Dermaglow,Retail Store,181.0,Merck,USA,North America,Store07
2022-10-18 00:00:00,Dermaglow,Retail Store,196.0,Merck,Australia,APAC,Store09
2022-10-25 00:00:00,Dermaglow,Retail Store,253.0,Merck,Egypt,EMEA,Store04
2022-11-01 00:00:00,Dermaglow,Retail Store,328.0,Merck,Australia,APAC,Store12
2022-11-08 00:00:00,Dermaglow,Retail Store,64.0,Merck,USA,North America,Store09
2022-11-15 00:00:00,Dermaglow,Retail Store,28.0,Merck,USA,North America,Store03
2022-11-22 00:00:00,Dermaglow,Retail Store,285.0,Merck,Germany,EMEA,Store10
2022-11-29 00:00:00,Dermaglow,Retail Store,221.0,Merck,Egypt,EMEA,Store03
2022-12-06 00:00:00,Dermaglow,Retail Store,288.0,Merck,South Korea,APAC,Store04
2022-12-13 00:00:00,Dermaglow,Retail Store,136.0,Merck,USA,North America,Store07
2022-12-20 00:00:00,Dermaglow,Retail Store,259.0,Merck,USA,North America,Store07
2022-12-27 00:00:00,Dermaglow,Retail Store,363.0,Merck,USA,North America,Store08
2023-01-03 00:00:00,Dermaglow,Retail Store,154.0,Merck,Germany,EMEA,Store08
2023-01-10 00:00:00,Dermaglow,Retail Store,78.0,Merck,Canada,North America,Store08
2023-01-17 00:00:00,Dermaglow,Retail Store,190.0,Merck,USA,North America,Store09
2023-01-24 00:00:00,Dermaglow,Retail Store,259.0,Merck,Germany,EMEA,Store11
2023-01-31 00:00:00,Dermaglow,Retail Store,220.0,Merck,USA,North America,Store05
2023-02-07 00:00:00,Dermaglow,Retail Store,198.0,Merck,Canada,North America,Store02
2023-02-14 00:00:00,Dermaglow,Retail Store,182.0,Merck,Canada,North America,Store09
2023-02-21 00:00:00,Dermaglow,Retail Store,180.0,Merck,USA,North America,Store07
2023-02-28 00:00:00,Dermaglow,Retail Store,0.0,Merck,Canada,North America,Store03
2023-03-07 00:00:00,Dermaglow,Retail Store,283.0,Merck,Germany,EMEA,Store10
2023-03-14 00:00:00,Dermaglow,Retail Store,180.0,Merck,Australia,APAC,Store01
2023-03-21 00:00:00,Dermaglow,Retail Store,309.0,Merck,USA,North America,Store09
2023-03-28 00:00:00,Dermaglow,Retail Store,141.0,Merck,Australia,APAC,Store11
2023-04-04 00:00:00,Dermaglow,Retail Store,50.0,Merck,Australia,APAC,Store06
2023-04-11 00:00:00,Dermaglow,Retail Store,226.0,Merck,USA,North America,Store03
2023-04-18 00:00:00,Dermaglow,Retail Store,198.0,Merck,Canada,North America,Store04
2023-04-25 00:00:00,Dermaglow,Retail Store,133.0,Merck,Canada,North America,Store05
2023-05-02 00:00:00,Dermaglow,Retail Store,311.0,Merck,Australia,APAC,Store09
2023-05-09 00:00:00,Dermaglow,Retail Store,160.0,Merck,Egypt,EMEA,Store07
2023-05-16 00:00:00,Dermaglow,Retail Store,0.0,Merck,USA,North America,Store04
2023-05-23 00:00:00,Dermaglow,Retail Store,0.0,Merck,Egypt,EMEA,Store06
2023-05-30 00:00:00,Dermaglow,Retail Store,319.0,Merck,USA,North America,Store09
2023-06-06 00:00:00,Dermaglow,Retail Store,173.0,Merck,Australia,APAC,Store09
2023-06-13 00:00:00,Dermaglow,Retail Store,285.0,Merck,USA,North America,Store07
2023-06-20 00:00:00,Dermaglow,Retail Store,358.0,Merck,Canada,North America,Store10
2023-06-27 00:00:00,Dermaglow,Retail Store,114.0,Merck,South Korea,APAC,Store08
2023-07-04 00:00:00,Dermaglow,Retail Store,64.0,Merck,South Korea,APAC,Store12
2023-07-11 00:00:00,Dermaglow,Retail Store,95.0,Merck,South Korea,APAC,Store05
2023-07-18 00:00:00,Dermaglow,Retail Store,89.0,Merck,Germany,EMEA,Store05
2023-07-25 00:00:00,Dermaglow,Retail Store,180.0,Merck,Australia,APAC,Store12
2023-08-01 00:00:00,Dermaglow,Retail Store,0.0,Merck,Canada,North America,Store11
2023-08-08 00:00:00,Dermaglow,Retail Store,204.0,Merck,Canada,North America,Store02
2023-08-15 00:00:00,Dermaglow,Retail Store,209.0,Merck,Australia,APAC,Store03
2023-08-22 00:00:00,Dermaglow,Retail Store,200.0,Merck,Canada,North America,Store09
2023-08-29 00:00:00,Dermaglow,Retail Store,242.0,Merck,Australia,APAC,Store11
2023-09-05 00:00:00,Dermaglow,Retail Store,210.0,Merck,South Korea,APAC,Store04
2023-09-12 00:00:00,Dermaglow,Retail Store,346.0,Merck,USA,North America,Store07
2023-09-19 00:00:00,Dermaglow,Retail Store,219.0,Merck,USA,North America,Store01
2023-09-26 00:00:00,Dermaglow,Retail Store,168.0,Merck,Canada,North America,Store10
2023-10-03 00:00:00,Dermaglow,Retail Store,265.0,Merck,Canada,North America,Store02
2023-10-10 00:00:00,Dermaglow,Retail Store,207.0,Merck,Egypt,EMEA,Store10
2023-10-17 00:00:00,Dermaglow,Retail Store,779.0,Merck,USA,North America,Store04
2023-10-24 00:00:00,Dermaglow,Retail Store,159.0,Merck,South Korea,APAC,Store11
2021-02-02 00:00:00,Cancerend,Retail Store,219.0,Bayer,Canada,North America,Store01
2021-02-09 00:00:00,Cancerend,Retail Store,187.0,Bayer,Germany,EMEA,Store12
2021-02-16 00:00:00,Cancerend,Retail Store,267.0,Bayer,USA,North America,Store04
2021-02-23 00:00:00,Cancerend,Retail Store,500.0,Bayer,USA,North America,Store10
2021-03-02 00:00:00,Cancerend,Retail Store,124.0,Bayer,Australia,APAC,Store04
2021-03-09 00:00:00,Cancerend,Retail Store,679.0,Bayer,Canada,North America,Store06
2021-03-16 00:00:00,Cancerend,Retail Store,0.0,Bayer,Germany,EMEA,Store06
2021-03-23 00:00:00,Cancerend,Retail Store,793.0,Bayer,Australia,APAC,Store10
2021-03-30 00:00:00,Cancerend,Retail Store,424.0,Bayer,Egypt,EMEA,Store04
2021-04-06 00:00:00,Cancerend,Retail Store,234.0,Bayer,South Korea,APAC,Store07
2021-04-13 00:00:00,Cancerend,Retail Store,505.0,Bayer,Canada,North America,Store03
2021-04-20 00:00:00,Cancerend,Retail Store,1200.0,Bayer,USA,North America,Store03
2021-04-27 00:00:00,Cancerend,Retail Store,269.0,Bayer,USA,North America,Store01
2021-05-04 00:00:00,Cancerend,Retail Store,0.0,Bayer,Canada,North America,Store04
2021-05-11 00:00:00,Cancerend,Retail Store,333.0,Bayer,Egypt,EMEA,Store03
2021-05-18 00:00:00,Cancerend,Retail Store,254.0,Bayer,Egypt,EMEA,Store11
2021-05-25 00:00:00,Cancerend,Retail Store,134.0,Bayer,South Korea,APAC,Store05
2021-06-01 00:00:00,Cancerend,Retail Store,219.0,Bayer,USA,North America,Store01
2021-06-08 00:00:00,Cancerend,Retail Store,211.0,Bayer,Canada,North America,Store05
2021-06-15 00:00:00,Cancerend,Retail Store,293.0,Bayer,Egypt,EMEA,Store01
2021-06-22 00:00:00,Cancerend,Retail Store,316.0,Bayer,South Korea,APAC,Store09
2021-06-29 00:00:00,Cancerend,Retail Store,303.0,Bayer,Australia,APAC,Store08
2021-07-06 00:00:00,Cancerend,Retail Store,301.0,Bayer,South Korea,APAC,Store06
2021-07-13 00:00:00,Cancerend,Retail Store,307.0,Bayer,USA,North America,Store03
2021-07-20 00:00:00,Cancerend,Retail Store,344.0,Bayer,South Korea,APAC,Store07
2021-07-27 00:00:00,Cancerend,Retail Store,0.0,Bayer,Australia,APAC,Store05
2021-08-03 00:00:00,Cancerend,Retail Store,0.0,Bayer,South Korea,APAC,Store10
2021-08-10 00:00:00,Cancerend,Retail Store,313.0,Bayer,Egypt,EMEA,Store06
2021-08-17 00:00:00,Cancerend,Retail Store,56.0,Bayer,South Korea,APAC,Store08
2021-08-24 00:00:00,Cancerend,Retail Store,223.0,Bayer,Egypt,EMEA,Store01
2021-08-31 00:00:00,Cancerend,Retail Store,303.0,Bayer,USA,North America,Store07
2021-09-07 00:00:00,Cancerend,Retail Store,600.0,Bayer,Canada,North America,Store05
2021-09-14 00:00:00,Cancerend,Retail Store,0.0,Bayer,Australia,APAC,Store09
2021-09-21 00:00:00,Cancerend,Retail Store,853.0,Bayer,USA,North America,Store06
2021-09-28 00:00:00,Cancerend,Retail Store,414.0,Bayer,Germany,EMEA,Store07
2021-10-05 00:00:00,Cancerend,Retail Store,248.0,Bayer,Canada,North America,Store05
2021-10-12 00:00:00,Cancerend,Retail Store,698.0,Bayer,Germany,EMEA,Store07
2021-10-19 00:00:00,Cancerend,Retail Store,136.0,Bayer,Egypt,EMEA,Store03
2021-10-26 00:00:00,Cancerend,Retail Store,185.0,Bayer,Canada,North America,Store01
2021-11-02 00:00:00,Cancerend,Retail Store,301.0,Bayer,Canada,North America,Store05
2021-11-09 00:00:00,Cancerend,Retail Store,550.0,Bayer,Australia,APAC,Store05
2021-11-16 00:00:00,Cancerend,Retail Store,120.0,Bayer,Australia,APAC,Store05
2021-11-23 00:00:00,Cancerend,Retail Store,335.0,Bayer,Germany,EMEA,Store07
2021-11-30 00:00:00,Cancerend,Retail Store,66.0,Bayer,South Korea,APAC,Store11
2021-12-07 00:00:00,Cancerend,Retail Store,0.0,Bayer,Egypt,EMEA,Store10
2021-12-14 00:00:00,Cancerend,Retail Store,350.0,Bayer,Germany,EMEA,Store03
2021-12-21 00:00:00,Cancerend,Retail Store,374.0,Bayer,South Korea,APAC,Store11
2021-12-28 00:00:00,Cancerend,Retail Store,337.0,Bayer,Australia,APAC,Store07
2022-01-04 00:00:00,Cancerend,Retail Store,413.0,Bayer,Germany,EMEA,Store08
2022-01-11 00:00:00,Cancerend,Retail Store,142.0,Bayer,Germany,EMEA,Store09
2022-01-18 00:00:00,Cancerend,Retail Store,550.0,Bayer,USA,North America,Store09
2022-01-25 00:00:00,Cancerend,Retail Store,442.0,Bayer,Egypt,EMEA,Store01
2022-02-01 00:00:00,Cancerend,Retail Store,233.0,Bayer,USA,North America,Store06
2022-02-08 00:00:00,Cancerend,Retail Store,542.0,Bayer,South Korea,APAC,Store04
2022-02-15 00:00:00,Cancerend,Retail Store,0.0,Bayer,Canada,North America,Store11
2022-02-22 00:00:00,Cancerend,Retail Store,177.0,Bayer,Australia,APAC,Store05
2022-03-01 00:00:00,Cancerend,Retail Store,653.0,Bayer,Egypt,EMEA,Store11
2022-03-08 00:00:00,Cancerend,Retail Store,244.0,Bayer,Australia,APAC,Store08
2022-03-15 00:00:00,Cancerend,Retail Store,311.0,Bayer,Australia,APAC,Store11
2022-03-22 00:00:00,Cancerend,Retail Store,71.0,Bayer,Germany,EMEA,Store02
2022-03-29 00:00:00,Cancerend,Retail Store,217.0,Bayer,Australia,APAC,Store03
2022-04-05 00:00:00,Cancerend,Retail Store,187.0,Bayer,USA,North America,Store11
2022-04-12 00:00:00,Cancerend,Retail Store,412.0,Bayer,South Korea,APAC,Store03
2022-04-19 00:00:00,Cancerend,Retail Store,0.0,Bayer,Australia,APAC,Store11
2022-04-26 00:00:00,Cancerend,Retail Store,404.0,Bayer,Egypt,EMEA,Store09
2022-05-03 00:00:00,Cancerend,Retail Store,371.0,Bayer,USA,North America,Store01
2022-05-10 00:00:00,Cancerend,Retail Store,73.0,Bayer,Australia,APAC,Store03
2022-05-17 00:00:00,Cancerend,Retail Store,450.0,Bayer,Australia,APAC,Store01
2022-05-24 00:00:00,Cancerend,Retail Store,0.0,Bayer,Egypt,EMEA,Store07
2022-05-31 00:00:00,Cancerend,Retail Store,163.0,Bayer,Germany,EMEA,Store12
2022-06-07 00:00:00,Cancerend,Retail Store,496.0,Bayer,USA,North America,Store04
2022-06-14 00:00:00,Cancerend,Retail Store,298.0,Bayer,Germany,EMEA,Store11
2022-06-21 00:00:00,Cancerend,Retail Store,307.0,Bayer,Australia,APAC,Store01
2022-06-28 00:00:00,Cancerend,Retail Store,502.0,Bayer,Egypt,EMEA,Store12
2022-07-05 00:00:00,Cancerend,Retail Store,488.0,Bayer,Australia,APAC,Store06
2022-07-12 00:00:00,Cancerend,Retail Store,50.0,Bayer,Australia,APAC,Store12
2022-07-19 00:00:00,Cancerend,Retail Store,450.0,Bayer,Germany,EMEA,Store02
2022-07-26 00:00:00,Cancerend,Retail Store,431.0,Bayer,Egypt,EMEA,Store01
2022-08-02 00:00:00,Cancerend,Retail Store,0.0,Bayer,Egypt,EMEA,Store10
2022-08-09 00:00:00,Cancerend,Retail Store,467.0,Bayer,Canada,North America,Store03
2022-08-16 00:00:00,Cancerend,Retail Store,276.0,Bayer,Egypt,EMEA,Store10
2022-08-23 00:00:00,Cancerend,Retail Store,120.0,Bayer,Germany,EMEA,Store11
2022-08-30 00:00:00,Cancerend,Retail Store,399.0,Bayer,Canada,North America,Store01
2022-09-06 00:00:00,Cancerend,Retail Store,0.0,Bayer,Egypt,EMEA,Store02
2022-09-13 00:00:00,Cancerend,Retail Store,243.0,Bayer,Canada,North America,Store04
2022-09-20 00:00:00,Cancerend,Retail Store,0.0,Bayer,Australia,APAC,Store03
2022-09-27 00:00:00,Cancerend,Retail Store,241.0,Bayer,Australia,APAC,Store05
2022-10-04 00:00:00,Cancerend,Retail Store,525.0,Bayer,Australia,APAC,Store03
2022-10-11 00:00:00,Cancerend,Retail Store,393.0,Bayer,Australia,APAC,Store02
2022-10-18 00:00:00,Cancerend,Retail Store,731.0,Bayer,Australia,APAC,Store09
2022-10-25 00:00:00,Cancerend,Retail Store,0.0,Bayer,Australia,APAC,Store10
2022-11-01 00:00:00,Cancerend,Retail Store,199.0,Bayer,USA,North America,Store02
2022-11-08 00:00:00,Cancerend,Retail Store,250.0,Bayer,Germany,EMEA,Store12
2022-11-15 00:00:00,Cancerend,Retail Store,203.0,Bayer,Egypt,EMEA,Store06
2022-11-22 00:00:00,Cancerend,Retail Store,681.0,Bayer,Egypt,EMEA,Store07
2022-11-29 00:00:00,Cancerend,Retail Store,270.0,Bayer,Canada,North America,Store02
2022-12-06 00:00:00,Cancerend,Retail Store,586.0,Bayer,South Korea,APAC,Store02
2022-12-13 00:00:00,Cancerend,Retail Store,153.0,Bayer,USA,North America,Store08
2022-12-20 00:00:00,Cancerend,Retail Store,483.0,Bayer,Canada,North America,Store10
2022-12-27 00:00:00,Cancerend,Retail Store,437.0,Bayer,Egypt,EMEA,Store02
2023-01-03 00:00:00,Cancerend,Retail Store,126.0,Bayer,Germany,EMEA,Store02
2023-01-10 00:00:00,Cancerend,Retail Store,397.0,Bayer,Australia,APAC,Store11
2023-01-17 00:00:00,Cancerend,Retail Store,0.0,Bayer,USA,North America,Store03
2023-01-24 00:00:00,Cancerend,Retail Store,243.0,Bayer,USA,North America,Store09
2023-01-31 00:00:00,Cancerend,Retail Store,231.0,Bayer,South Korea,APAC,Store07
2023-02-07 00:00:00,Cancerend,Retail Store,246.0,Bayer,USA,North America,Store09
2023-02-14 00:00:00,Cancerend,Retail Store,309.0,Bayer,USA,North America,Store03
2023-02-21 00:00:00,Cancerend,Retail Store,241.0,Bayer,South Korea,APAC,Store04
2023-02-28 00:00:00,Cancerend,Retail Store,238.0,Bayer,Canada,North America,Store03
2023-03-07 00:00:00,Cancerend,Retail Store,317.0,Bayer,Australia,APAC,Store04
2023-03-14 00:00:00,Cancerend,Retail Store,401.0,Bayer,Germany,EMEA,Store10
2023-03-21 00:00:00,Cancerend,Retail Store,426.0,Bayer,USA,North America,Store11
2023-03-28 00:00:00,Cancerend,Retail Store,321.0,Bayer,Egypt,EMEA,Store01
2023-04-04 00:00:00,Cancerend,Retail Store,423.0,Bayer,Canada,North America,Store05
2023-04-11 00:00:00,Cancerend,Retail Store,219.0,Bayer,Germany,EMEA,Store03
2023-04-18 00:00:00,Cancerend,Retail Store,336.0,Bayer,Egypt,EMEA,Store03
2023-04-25 00:00:00,Cancerend,Retail Store,648.0,Bayer,USA,North America,Store05
2023-05-02 00:00:00,Cancerend,Retail Store,219.0,Bayer,USA,North America,Store03
2023-05-09 00:00:00,Cancerend,Retail Store,315.0,Bayer,Egypt,EMEA,Store05
2023-05-16 00:00:00,Cancerend,Retail Store,258.0,Bayer,Egypt,EMEA,Store12
2023-05-23 00:00:00,Cancerend,Retail Store,232.0,Bayer,USA,North America,Store02
2023-05-30 00:00:00,Cancerend,Retail Store,0.0,Bayer,Australia,APAC,Store04
2023-06-06 00:00:00,Cancerend,Retail Store,269.0,Bayer,USA,North America,Store02
2023-06-13 00:00:00,Cancerend,Retail Store,181.0,Bayer,USA,North America,Store12
2023-06-20 00:00:00,Cancerend,Retail Store,123.0,Bayer,Australia,APAC,Store04
2023-06-27 00:00:00,Cancerend,Retail Store,327.0,Bayer,Egypt,EMEA,Store02
2023-07-04 00:00:00,Cancerend,Retail Store,524.0,Bayer,Egypt,EMEA,Store10
2023-07-11 00:00:00,Cancerend,Retail Store,251.0,Bayer,Germany,EMEA,Store05
2023-07-18 00:00:00,Cancerend,Retail Store,172.0,Bayer,Germany,EMEA,Store04
2023-07-25 00:00:00,Cancerend,Retail Store,340.0,Bayer,Germany,EMEA,Store12
2023-08-01 00:00:00,Cancerend,Retail Store,139.0,Bayer,Canada,North America,Store07
2023-08-08 00:00:00,Cancerend,Retail Store,849.0,Bayer,Canada,North America,Store11
2023-08-15 00:00:00,Cancerend,Retail Store,0.0,Bayer,Australia,APAC,Store11
2023-08-22 00:00:00,Cancerend,Retail Store,520.0,Bayer,USA,North America,Store03
2023-08-29 00:00:00,Cancerend,Retail Store,630.0,Bayer,Germany,EMEA,Store04
2023-09-05 00:00:00,Cancerend,Retail Store,0.0,Bayer,Australia,APAC,Store10
2023-09-12 00:00:00,Cancerend,Retail Store,989.0,Bayer,Germany,EMEA,Store11
2023-09-19 00:00:00,Cancerend,Retail Store,256.0,Bayer,South Korea,APAC,Store12
2023-09-26 00:00:00,Cancerend,Retail Store,70.0,Bayer,Egypt,EMEA,Store02
2023-10-03 00:00:00,Cancerend,Retail Store,715.0,Bayer,South Korea,APAC,Store06
2023-10-10 00:00:00,Cancerend,Retail Store,329.0,Bayer,Germany,EMEA,Store02
2023-10-17 00:00:00,Cancerend,Retail Store,269.0,Bayer,Egypt,EMEA,Store10
2023-10-24 00:00:00,Cancerend,Retail Store,808.0,Bayer,Canada,North America,Store09
2021-02-02 00:00:00,Hepaheal,Retail Store,0.0,Pfizer,Egypt,EMEA,Store11
2021-02-09 00:00:00,Hepaheal,Retail Store,699.0,Pfizer,Egypt,EMEA,Store02
2021-02-16 00:00:00,Hepaheal,Retail Store,168.0,Pfizer,USA,North America,Store11
2021-02-23 00:00:00,Hepaheal,Retail Store,145.0,Pfizer,USA,North America,Store07
2021-03-02 00:00:00,Hepaheal,Retail Store,299.0,Pfizer,South Korea,APAC,Store09
2021-03-09 00:00:00,Hepaheal,Retail Store,881.0,Pfizer,Egypt,EMEA,Store02
2021-03-16 00:00:00,Hepaheal,Retail Store,820.0,Pfizer,Canada,North America,Store03
2021-03-23 00:00:00,Hepaheal,Retail Store,535.0,Pfizer,Australia,APAC,Store03
2021-03-30 00:00:00,Hepaheal,Retail Store,657.0,Pfizer,South Korea,APAC,Store04
2021-04-06 00:00:00,Hepaheal,Retail Store,,Pfizer,Australia,APAC,Store11
2021-04-13 00:00:00,Hepaheal,Retail Store,133.0,Pfizer,Australia,APAC,Store06
2021-04-20 00:00:00,Hepaheal,Retail Store,911.0,Pfizer,Germany,EMEA,Store09
2021-04-27 00:00:00,Hepaheal,Retail Store,0.0,Pfizer,Germany,EMEA,Store11
2021-05-04 00:00:00,Hepaheal,Retail Store,104.0,Pfizer,USA,North America,Store04
2021-05-11 00:00:00,Hepaheal,Retail Store,120.0,Pfizer,Canada,North America,Store02
2021-05-18 00:00:00,Hepaheal,Retail Store,0.0,Pfizer,Germany,EMEA,Store01
2021-05-25 00:00:00,Hepaheal,Retail Store,707.0,Pfizer,Germany,EMEA,Store05
2021-06-01 00:00:00,Hepaheal,Retail Store,101.0,Pfizer,Canada,North America,Store01
2021-06-08 00:00:00,Hepaheal,Retail Store,538.0,Pfizer,USA,North America,Store06
2021-06-15 00:00:00,Hepaheal,Retail Store,514.0,Pfizer,Canada,North America,Store09
2021-06-22 00:00:00,Hepaheal,Retail Store,0.0,Pfizer,Australia,APAC,Store09
2021-06-29 00:00:00,Hepaheal,Retail Store,581.0,Pfizer,Canada,North America,Store06
2021-07-06 00:00:00,Hepaheal,Retail Store,676.0,Pfizer,Germany,EMEA,Store01
2021-07-13 00:00:00,Hepaheal,Retail Store,109.0,Pfizer,Australia,APAC,Store11
2021-07-20 00:00:00,Hepaheal,Retail Store,624.0,Pfizer,Germany,EMEA,Store02
2021-07-27 00:00:00,Hepaheal,Retail Store,144.0,Pfizer,South Korea,APAC,Store10
2021-08-03 00:00:00,Hepaheal,Retail Store,574.0,Pfizer,South Korea,APAC,Store05
2021-08-10 00:00:00,Hepaheal,Retail Store,101.0,Pfizer,Germany,EMEA,Store11
2021-08-17 00:00:00,Hepaheal,Retail Store,213.0,Pfizer,USA,North America,Store03
2021-08-24 00:00:00,Hepaheal,Retail Store,0.0,Pfizer,Germany,EMEA,Store06
2021-08-31 00:00:00,Hepaheal,Retail Store,406.0,Pfizer,USA,North America,Store10
2021-09-07 00:00:00,Hepaheal,Retail Store,484.0,Pfizer,Germany,EMEA,Store06
2021-09-14 00:00:00,Hepaheal,Retail Store,892.0,Pfizer,Germany,EMEA,Store05
2021-09-21 00:00:00,Hepaheal,Retail Store,0.0,Pfizer,Canada,North America,Store10
2021-09-28 00:00:00,Hepaheal,Retail Store,145.0,Pfizer,South Korea,APAC,Store10
2021-10-05 00:00:00,Hepaheal,Retail Store,1286.0,Pfizer,USA,North America,Store03
2021-10-12 00:00:00,Hepaheal,Retail Store,196.0,Pfizer,Australia,APAC,Store10
2021-10-19 00:00:00,Hepaheal,Retail Store,388.0,Pfizer,USA,North America,Store12
2021-10-26 00:00:00,Hepaheal,Retail Store,648.0,Pfizer,Canada,North America,Store09
2021-11-02 00:00:00,Hepaheal,Retail Store,1435.0,Pfizer,Australia,APAC,Store10
2021-11-09 00:00:00,Hepaheal,Retail Store,1219.0,Pfizer,Egypt,EMEA,Store07
2021-11-16 00:00:00,Hepaheal,Retail Store,612.0,Pfizer,Canada,North America,Store04
2021-11-23 00:00:00,Hepaheal,Retail Store,1661.0,Pfizer,South Korea,APAC,Store08
2021-11-30 00:00:00,Hepaheal,Retail Store,680.0,Pfizer,Canada,North America,Store09
2021-12-07 00:00:00,Hepaheal,Retail Store,787.0,Pfizer,Germany,EMEA,Store01
2021-12-14 00:00:00,Hepaheal,Retail Store,0.0,Pfizer,Egypt,EMEA,Store04
2021-12-21 00:00:00,Hepaheal,Retail Store,1875.0,Pfizer,Egypt,EMEA,Store08
2021-12-28 00:00:00,Hepaheal,Retail Store,0.0,Pfizer,Germany,EMEA,Store03
2022-01-04 00:00:00,Hepaheal,Retail Store,847.0,Pfizer,USA,North America,Store04
2022-01-11 00:00:00,Hepaheal,Retail Store,590.0,Pfizer,Canada,North America,Store06
2022-01-18 00:00:00,Hepaheal,Retail Store,472.0,Pfizer,South Korea,APAC,Store06
2022-01-25 00:00:00,Hepaheal,Retail Store,241.0,Pfizer,Australia,APAC,Store02
2022-02-01 00:00:00,Hepaheal,Retail Store,499.0,Pfizer,USA,North America,Store06
2022-02-08 00:00:00,Hepaheal,Retail Store,636.0,Pfizer,Egypt,EMEA,Store02
2022-02-15 00:00:00,Hepaheal,Retail Store,265.0,Pfizer,Australia,APAC,Store08
2022-02-22 00:00:00,Hepaheal,Retail Store,1061.0,Pfizer,USA,North America,Store03
2022-03-01 00:00:00,Hepaheal,Retail Store,179.0,Pfizer,Australia,APAC,Store11
2022-03-08 00:00:00,Hepaheal,Retail Store,0.0,Pfizer,Egypt,EMEA,Store02
2022-03-15 00:00:00,Hepaheal,Retail Store,280.0,Pfizer,USA,North America,Store01
2022-03-22 00:00:00,Hepaheal,Retail Store,487.0,Pfizer,Canada,North America,Store12
2022-03-29 00:00:00,Hepaheal,Retail Store,980.0,Pfizer,Egypt,EMEA,Store10
2022-04-05 00:00:00,Hepaheal,Retail Store,775.0,Pfizer,USA,North America,Store02
2022-04-12 00:00:00,Hepaheal,Retail Store,522.0,Pfizer,South Korea,APAC,Store07
2022-04-19 00:00:00,Hepaheal,Retail Store,303.0,Pfizer,Canada,North America,Store06
2022-04-26 00:00:00,Hepaheal,Retail Store,0.0,Pfizer,Australia,APAC,Store03
